,Unnamed: 0,movieId,title,genres,posters,trailers,ratings,synopsis
10,11,12,Dracula: Dead and Loving It (1995),Comedy|Horror,"https://m.media-amazon.com/images/M/MV5BZWQ0ZDFmYzMtZGMyMi00NmYxLWE0MGYtYzM2ZGNhMTE1NTczL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjM5ODMxODc@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi4136680985?playlistId=tt0112896,5.9,"
Mel Brooks ' parody of the classic vampire story and its famous film adaptations.
            "
11,13,14,Nixon (1995),Drama,"https://m.media-amazon.com/images/M/MV5BNzBlOWY0ZmEtZjdkYS00ZGU0LWEwN2YtYzBkNDM5ZDBjMmI1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",,7.1,"
                    A biographical story of former U.S. President Richard Nixon, from his days as a young boy, to his eventual Presidency, which ended in shame.
            "
12,14,15,Cutthroat Island (1995),Action|Adventure|Romance,"https://m.media-amazon.com/images/M/MV5BMDg2YTI0YmQtYzgwMi00Zjk4LWJkZjgtYjg0ZDE2ODUzY2RlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3288793881?playlistId=tt0112760,5.7,"
                    A female pirate and her companion race against their rivals to find a hidden island that contains a fabulous treasure.
            "
13,15,16,Casino (1995),Crime|Drama,"https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1035796761?playlistId=tt0112641,8.2,"
                    A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.
            "
14,16,17,Sense and Sensibility (1995),Drama|Romance,"https://m.media-amazon.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3393634073?playlistId=tt0114388,7.7,"
                    Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.
            "
15,17,18,Four Rooms (1995),Comedy,"https://m.media-amazon.com/images/M/MV5BNDc3Y2YwMjUtYzlkMi00MTljLTg1ZGMtYzUwODljZTI1OTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi821009945?playlistId=tt0113101,6.8,"
                    Four interlocking tales that take place in a fading hotel on New Year's Eve.
            "
16,18,19,Ace Ventura: When Nature Calls (1995),Comedy,"https://m.media-amazon.com/images/M/MV5BNGFiYTgxZDctNGI4OS00MWU1LWIwOGUtZmMyNGQxYjVkZjQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi162857241?playlistId=tt0112281,6.4,"
                    Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.
            "
17,19,20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,"https://m.media-amazon.com/images/M/MV5BYWZlMzIwYzYtOWZiMi00ZGEzLWFhYmQtNmEzYzJlNDg1NjhjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3080296473?playlistId=tt0113845,5.7,"
                    A vengeful New York City transit cop decides to steal a trainload of subway fares. His foster brother, a fellow cop, tries to protect him.
            "
18,20,21,Get Shorty (1995),Comedy|Crime|Thriller,"https://m.media-amazon.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi676248601?playlistId=tt0113161,6.9,"
                    A mobster travels to Hollywood to collect a debt, and discovers that the movie business is much the same as his current job.
            "
19,21,22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,"https://m.media-amazon.com/images/M/MV5BYWUwNDk2ZDYtNmFkMi00NjE5LWE1M2ItYTRkNTFjZDU3ZDU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi577289753?playlistId=tt0112722,6.6,"
                    An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.
            "
20,22,23,Assassins (1995),Action|Crime|Thriller,"https://m.media-amazon.com/images/M/MV5BZGI1NDA4ZDItNTRjMi00YTU3LTkwZDEtYjdlNTI1ZjQxZDM1XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UY268_CR12,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi4038525209?playlistId=tt0112401,6.3,"
                    Professional hit-man Robert Rath wants to fulfill a few more contracts before retiring but unscrupulous ambitious newcomer hit-man Miguel Bain keeps killing Rath's targets.
            "
21,23,24,Powder (1995),Drama|Sci-Fi,"https://m.media-amazon.com/images/M/MV5BOGUzYzNiZTItYmZlNi00ODI1LThjNTMtNjI1MTNlZDQ0OGY2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3975135513?playlistId=tt0114168,6.6,"
                    An off the charts genius who is home schooled and shunned after his last relative dies shows the unconscious residents of his town about connection awareness and the generosity of the spirit.
            "
22,24,25,Leaving Las Vegas (1995),Drama|Romance,"https://m.media-amazon.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3960192537?playlistId=tt0113627,7.5,"
                    Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.
            "
23,25,26,Othello (1995),Drama,"https://m.media-amazon.com/images/M/MV5BNzVlMjhjYzctNjQ4My00OGMwLThmZTktODE4MWI3NzNkOWYyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi261816601?playlistId=tt0114057,6.9,"
                    The Moorish General Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with his Lieutenant Michael Cassio, when in reality, it is all part of the scheme of a bitter Ensign named Iago.
            "
24,27,28,Persuasion (1995),Drama|Romance,,,8.2,"
                    Based on the novel by Jane Austen, this period movie tells the story of Anne Elliot, spinster daughter of a British nobleman. Anne is unduly influenced by her society-oriented family's ...
                    See full summary »
            "
25,28,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,"https://m.media-amazon.com/images/M/MV5BZGQxZDMwYzYtYmFjNi00NWYyLThjZjAtMDJhODZhYTkyZDNhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR7,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi4236902681?playlistId=tt0112682,7.5,"
                    A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.
            "
26,30,31,Dangerous Minds (1995),Drama,"https://m.media-amazon.com/images/M/MV5BZjk2YjNkYTYtOTZkNy00ZmRkLWI5ODEtYzA4MTM3MzMyZjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi2461712665?playlistId=tt0112792,6.5,"
                    An ex-Marine turned teacher struggles to connect with her students in an inner city school.
            "
27,31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,,,,
28,33,34,Babe (1995),Children|Drama,"https://m.media-amazon.com/images/M/MV5BYjg4ZjUzMzMtYzlmYi00YTcwLTlkOWUtYWFmY2RhNjliODQzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1119355161?playlistId=tt0112431,6.8,"
                    Babe, a pig raised by sheepdogs, learns to herd sheep with a little help from Farmer Hoggett.
            "
29,35,36,Dead Man Walking (1995),Crime|Drama,"https://m.media-amazon.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1085456665?playlistId=tt0112818,7.5,"
                    A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.
            "
30,36,39,Clueless (1995),Comedy|Romance,"https://m.media-amazon.com/images/M/MV5BMzBmOGQ0NWItOTZjZC00ZDAxLTgyOTEtODJiYWQ2YWNiYWVjXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi993050137?playlistId=tt0112697,6.8,"
                    Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.
            "
31,38,41,Richard III (1995),Drama|War,"https://m.media-amazon.com/images/M/MV5BOWI3NjhhZDItNWQ2NS00Zjg0LWIzMjctNzY0MjRmNzkyYzVmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",,7.4,"
                    The classic Shakespearean play about the murderously scheming 15th-century king is reimagined in an alternative setting of 1930s England as clouds of fascism gather.
            "
32,39,42,Dead Presidents (1995),Action|Crime|Drama,"https://m.media-amazon.com/images/M/MV5BNjdhZWEzMzEtMjNhZS00OThhLWFiZWUtM2EwMWU5MWE0MDA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi2278998297?playlistId=tt0112819,6.9,"
                    A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed.
            "
33,40,43,Restoration (1995),Drama,"https://m.media-amazon.com/images/M/MV5BZmQwODk5ZGItMDk5OS00MjU4LTgyYmUtYTBiMTFhYWM5MDY4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi695251993?playlistId=tt0114272,6.6,"
                    The exiled royal physician to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman.
            "
34,41,44,Mortal Kombat (1995),Action|Adventure|Fantasy,"https://m.media-amazon.com/images/M/MV5BNjY5NTEzZGItMGY3My00NzE4LThkYTUtYjJkNzk3MDBiMWE3XkEyXkFqcGdeQXVyNzg5MDE1MDk@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3822303769?playlistId=tt0113855,5.8,"
                    Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.
            "
35,42,45,To Die For (1995),Comedy|Drama|Thriller,"https://m.media-amazon.com/images/M/MV5BNGZhYzgwNzItNDljNC00MDM4LThiYjEtNDRhNmE5NDk2MTQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3919222809?playlistId=tt0114681,6.8,"
                    A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.
            "
36,43,46,How to Make an American Quilt (1995),Drama|Romance,"https://m.media-amazon.com/images/M/MV5BNGYwZmZkYWItNjdmMi00MjI2LThmOGYtMmI1NTQ0OWQ1YWIxXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UX182_CR0,0,182,268_AL_.jpg",,6.3,"
                    Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.
            "
37,44,47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,,,,
38,45,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,"https://m.media-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi549454105?playlistId=tt0114148,6.7,"
                    An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.
            "
39,47,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,,,,"
                    The pool c finals arrive as The Usual Suspects (1-0) march into the finals following a victory over The Odd Couple and a forfeit from Truth About Chaos, while Silver Shamrocks (2-1) swept ...
                    See full summary »
            "
40,48,52,Mighty Aphrodite (1995),Comedy|Drama|Romance,"https://m.media-amazon.com/images/M/MV5BMGM1NzM2ZjktNDM5ZS00YmExLTk5ZmYtNDdkNjdkNTdhZWZkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3622805017?playlistId=tt0113819,7.0,"
                    When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a ditzy porn star and prostitute.
            "
41,53,58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,"https://m.media-amazon.com/images/M/MV5BZmVhNWIzOTMtYmVlZC00ZDVmLWIyODEtODEzOTAxYjAwMzVlXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_UY268_CR2,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1995415065?playlistId=tt0110877,7.7,"
                    A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.
            "
42,55,60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,"https://m.media-amazon.com/images/M/MV5BZWZlYmZiZGMtN2YyZC00MTdjLTllNjUtYWNhZDMwNDhhOTM1XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3029205273?playlistId=tt0113419,6.0,"
                    Omri, a young boy growing up in Brooklyn, receives an odd variety of presents for his birthday: a wooden cabinet from his older brother, a set of antique keys from his mother and a tiny plastic model of an Indian from his best friend Patrick.
            "
43,57,62,Mr. Holland's Opus (1995),Drama,"https://m.media-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi966459673?playlistId=tt0113862,7.3,"
                    A frustrated composer finds fulfillment as a high school music teacher.
            "
44,58,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,"https://m.media-amazon.com/images/M/MV5BY2NmM2M2MWItNjdlMC00ZWI3LTkwODUtZDNkYWZjYjgzZjY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi730906905?playlistId=tt0116126,6.6,"
                    A parody of several U.S. films about being in the 'Hood', for instance Boyz n the Hood (1991), South Central (1992), Menace II Society (1993), Higher Learning (1995) and Juice (1992).
            "
45,60,65,Bio-Dome (1996),Comedy,"https://m.media-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1976287513?playlistId=tt0115683,4.4,"
                    Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.
            "
46,61,66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,"https://m.media-amazon.com/images/M/MV5BZGI0ZDZhOGUtZDZiOS00NWE2LThjNzQtYzI3ZGFjODUwZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1906490905?playlistId=tt0116839,2.5,"
                    Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and ...
                    See full summary »
            "
47,63,69,Friday (1995),Comedy,"https://m.media-amazon.com/images/M/MV5BYmEwNjNlZTUtNzkwMS00ZTlhLTkyY2MtMjM2MzlmODQyZGVhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi2136325913?playlistId=tt0113118,7.3,"
                    It's Friday, and Craig and Smokey must come up with $200 they owe a local bully or there won't be a Saturday.
            "
48,64,70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,"https://m.media-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3052320281?playlistId=tt0116367,7.2,"
                    Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.
            "
49,68,74,Bed of Roses (1996),Drama|Romance,"https://m.media-amazon.com/images/M/MV5BNTUwOWM4YmUtMzdkMi00YjEwLWE0MmEtZTBmMGNhYWU4OGI3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi2528706841?playlistId=tt0115644,6.1,"
                    Romantic drama about a young career girl who is swept off her feet by a shy florist, who fell in love with her after one glimpse through a shadowy window.
            "
50,70,76,Screamers (1995),Action|Sci-Fi|Thriller,"https://m.media-amazon.com/images/M/MV5BM2M2ZGM0NDUtODRhNS00MjcxLTg3ZWYtYjkyZDJkYmVjOWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3213951257?playlistId=tt0114367,6.4,"
                    A military commander stationed off planet during an interplanetary war travels through the devastated landscape to negotiate a peace treaty, but discovers that the primitive robots they built to kill enemy combatants have gained sentience.
            "
51,72,79,"Juror, The (1996)",Drama|Thriller,"https://m.media-amazon.com/images/M/MV5BYTMzNjAyZTktNzRjMS00ZThmLTk5ODEtZWI5ZmYyZGNiNzMxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3472097561?playlistId=tt0116731,5.7,"
                    A juror in a Mafia trial is forced to convince the other jurors to vote not guilty by an obsessive mob enforcer.
            "
52,74,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,"https://m.media-amazon.com/images/M/MV5BMzI0OWEzZmItOGUyOC00M2Y2LWIzNDEtY2EzYzAwNWI0ZDkyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3932143897?playlistId=tt0114660,6.8,"
                    Five different criminals face imminent death after botching a job quite badly.
            "
53,79,86,White Squall (1996),Action|Adventure|Drama,"https://m.media-amazon.com/images/M/MV5BNzdlZTBmYjgtZWRlZC00MDI0LTkxNzUtODdhYWYwYmJiMjY3XkEyXkFqcGdeQXVyMTY4MjE1MDA@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1457651993?playlistId=tt0118158,6.6,"
                    Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.
            "
54,81,88,Black Sheep (1996),Comedy,"https://m.media-amazon.com/images/M/MV5BYjc2NzU0YjUtYzkyNS00NjcwLWJiM2QtM2Y3YjFhMTQ0M2I3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3586310425?playlistId=tt0115697,6.3,"
                    A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.
            "
55,82,89,Nick of Time (1995),Action|Thriller,"https://m.media-amazon.com/images/M/MV5BODg1ODNjMzItYjRkMS00NmExLTkxNWUtMWYwNWM2NDU1YzU1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",,6.3,"
                    An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.
            "
56,84,92,Mary Reilly (1996),Drama|Horror|Thriller,"https://m.media-amazon.com/images/M/MV5BZWI5MzBiMjgtNDE2ZC00MTA1LWFmNWItZDQyMDA2NGE0MjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3096969497?playlistId=tt0117002,5.8,"
                    A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde.
            "
57,86,94,Beautiful Girls (1996),Comedy|Drama|Romance,"https://m.media-amazon.com/images/M/MV5BOTQ4OTU0ODktY2E5YS00MGFhLTgwZTEtZWFkOGMxMmFmOTg0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UY268_CR1,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1089379865?playlistId=tt0115639,7.1,"
                    A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.
            "
58,87,95,Broken Arrow (1996),Action|Adventure|Thriller,"https://m.media-amazon.com/images/M/MV5BYzU2NDg3ZTItNzRmNy00NTQzLTljMDUtNjczOTMwZjEzNWVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi3961848601?playlistId=tt0115759,6.0,"
                    Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.
            "
59,89,97,"Hate (Haine, La) (1995)",Crime|Drama,"https://m.media-amazon.com/images/M/MV5BNDNiOTA5YjktY2Q0Ni00ODgzLWE5MWItNGExOWRlYjY2MjBlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR3,0,182,268_AL_.jpg",https://www.imdb.com/video/imdb/vi1231338009?playlistId=tt0113247,8.1,"
                    24 hours in the lives of three young men in the French suburbs the day after a violent riot.
            "
